Year,State,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Hospital_Type,County,Procedure_Count,Infection_Count,Predicted_Infection_Count,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,"On Track Toward 2020 Goal (0.88, 2017)",Notes
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,110000008,Adventist Health Howard Memorial,Critical Access Hospital,Critical Access,Mendocino,7,0,0.012,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,030000139,Adventist Health Lodi Memorial,Acute Care Hospital,Community (125-250 Beds),San Joaquin,55,1,0.091,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,050000455,Adventist Health Simi Valley,Acute Care Hospital,Community (125-250 Beds),Ventura,28,0,0.048,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,030001799,Adventist Health Sonora,Acute Care Hospital,Community (<125 Beds),Tuolumne,54,0,0.08,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,110000058,Adventist Health St. Helena,Acute Care Hospital,Community (125-250 Beds),Napa,91,0,0.17,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Community (<125 Beds),Mendocino,7,0,0.011,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000191,Adventist Health White Memorial,Acute Care Hospital,Major Teaching,Los Angeles,30,0,0.057,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000011,Alameda Hospital,Acute Care Hospital,Community (<125 Beds),Alameda,1,0,0.002,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000005,Alhambra Hospital Medical Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,30,0,0.042,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000425,Alta Bates Summit Medical Center,Acute Care Hospital,Community (>250 Beds),Alameda,328,0,0.573,0.00,0,6.44,Same,0.00,Yes,"Hospitals reported combined data, see Data Dictionary"
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,090000013,Alvarado Hospital Medical Center,Acute Care Hospital,Community (125-250 Beds),San Diego,67,0,0.12,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000074,Anaheim Global Medical Center,Acute Care Hospital,Community (125-250 Beds),Orange,1,0,0.001,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000008,Antelope Valley Hospital,Acute Care Hospital,Community (>250 Beds),Los Angeles,64,0,0.132,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,240000100,Arrowhead Regional Medical Center,Acute Care Hospital,Major Teaching,San Bernardino,40,0,0.084,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,Community (<125 Beds),Kern,80,0,0.147,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Community (>250 Beds),Kern,128,0,0.248,0.00,0,14.88,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,240000001,Barstow Community Hospital,Acute Care Hospital,Community (<125 Beds),San Bernardino,31,0,0.057,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000012,Beverly Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,19,0,0.029,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000002,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,Los Angeles,53,0,0.11,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,220000022,"California Pacific Medical Center, Pacific Campus Hospital",Acute Care Hospital,Major Teaching,San Francisco,160,0,0.278,0.00,0,13.27,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000004,Cedars-Sinai Medical Center,Acute Care Hospital,Major Teaching,Los Angeles,32,0,0.071,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000022,Centinela Hospital Medical Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,69,0,0.123,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000014,Children's Hospital & Research Center Oakland,Acute Care Hospital,Pediatric,Alameda,1,0,0.007,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000007,Children's Hospital of Orange County,Acute Care Hospital,Pediatric,Orange,3,0,0.02,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,220000003,Chinese Hospital,Acute Care Hospital,Community (<125 Beds),San Francisco,11,0,0.013,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,240000003,Chino Valley Medical Center,Acute Care Hospital,Community (<125 Beds),San Bernardino,11,0,0.018,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000070,"Citrus Valley Medical Center, IC Campus",Acute Care Hospital,Community (125-250 Beds),Los Angeles,35,0,0.079,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000132,"Citrus Valley Medical Center, QV Campus",Acute Care Hospital,Community (>250 Beds),Los Angeles,37,0,0.056,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000036,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,1,0,0.001,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,040000095,Clovis Community Medical Center,Acute Care Hospital,Community (125-250 Beds),Fresno,43,1,0.074,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000082,Community Hospital Long Beach,Acute Care Hospital,Community (<125 Beds),Los Angeles,10,0,0.014,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000040,Community Hospital of Huntington Park,Acute Care Hospital,Community (<125 Beds),Los Angeles,14,0,0.022,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,240000082,Community Hospital of San Bernardino,Acute Care Hospital,Community (>250 Beds),San Bernardino,9,0,0.022,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,070000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,Community (>250 Beds),Monterey,88,0,0.14,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,050000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,Ventura,23,0,0.038,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,040000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,Fresno,40,0,0.085,,,,,3.13,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,250000006,Corona Regional Medical Center,Acute Care Hospital,Community (125-250 Beds),Riverside,38,0,0.068,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,030000117,Dameron Hospital,Acute Care Hospital,Community (125-250 Beds),San Joaquin,129,0,0.244,0.00,0,15.12,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,250000008,Desert Regional Medical Center,Acute Care Hospital,Community (>250 Beds),Riverside,163,1,0.287,3.48,0.09,19.41,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,240001330,Desert Valley Hospital,Acute Care Hospital,Community (125-250 Beds),San Bernardino,41,0,0.073,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,030000122,Doctors Medical Center,Acute Care Hospital,Community (>250 Beds),Stanislaus,122,0,0.22,0.00,0,16.77,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,070000139,Dominican Hospital,Acute Care Hospital,Community (125-250 Beds),Santa Cruz,115,0,0.181,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000053,East Los Angeles Doctors Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,2,0,0.006,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000183,Eden Medical Center,Acute Care Hospital,Community (125-250 Beds),Alameda,56,0,0.079,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,250000011,Eisenhower Medical Center,Acute Care Hospital,Major Teaching,Riverside,54,0,0.079,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,070001351,El Camino Hospital,Acute Care Hospital,Community (>250 Beds),Santa Clara,195,3,0.308,9.74,2.01,28.47,Worse,,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,070000136,El Camino Hospital Los Gatos,Acute Care Hospital,Community (125-250 Beds),Santa Clara,7,0,0.01,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,090000040,El Centro Regional Medical Center,Acute Care Hospital,Community (<125 Beds),Imperial,12,0,0.025,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,030000125,Emanuel Medical Center,Acute Care Hospital,Community (125-250 Beds),Stanislaus,127,0,0.234,0.00,0,15.76,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000054,Encino Hospital Medical Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,8,0,0.011,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,230000013,"Enloe Medical Center, Esplanade",Acute Care Hospital,Community (>250 Beds),Butte,4,0,0.009,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000056,Foothill Presbyterian Hospital - Johnston Memorial,Acute Care Hospital,Community (<125 Beds),Los Angeles,26,0,0.04,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000011,Fountain Valley Regional Hospital and Medical Center,Acute Care Hospital,Community (>250 Beds),Orange,104,0,0.193,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,050000016,French Hospital Medical Center,Acute Care Hospital,Community (<125 Beds),San Luis Obispo,201,0,0.337,0.00,0,10.95,Same,5.88,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000058,Garden Grove Hospital and Medical Center,Acute Care Hospital,Community (125-250 Beds),Orange,15,0,0.026,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000058,Garfield Medical Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,132,0,0.234,0.00,0,15.76,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000093,Glendale Memorial Hospital and Health Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,109,0,0.179,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000068,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,Community (125-250 Beds),Los Angeles,102,0,0.16,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,070000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,Community (>250 Beds),Santa Clara,156,0,0.257,0.00,0,14.35,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,080000045,Grossmont Hospital,Acute Care Hospital,Community (>250 Beds),San Diego,6,1,0.018,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,070000142,Hazel Hawkins Memorial Hospital,Acute Care Hospital,Community (<125 Beds),San Benito,1,0,0.002,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,110000009,Healdsburg District Hospital,Critical Access Hospital,Critical Access,Sonoma,1,0,0.001,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,250000012,Hemet Valley Medical Center,Acute Care Hospital,Major Teaching,Riverside,42,0,0.06,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000063,Henry Mayo Newhall Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,52,0,0.088,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,Alameda,20,0,0.044,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060001022,Hoag Hospital Irvine,Acute Care Hospital,Community (<125 Beds),Orange,12,0,0.022,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000014,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,Community (>250 Beds),Orange,394,1,0.643,1.56,0.04,8.67,Same,1.98,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000065,Hollywood Presbyterian Medical Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,48,0,0.088,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000015,Huntington Beach Hospital,Acute Care Hospital,Community (<125 Beds),Orange,3,0,0.004,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000026,Huntington Memorial Hospital,Acute Care Hospital,Community (>250 Beds),Los Angeles,100,0,0.155,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,250000017,John F. Kennedy Memorial Hospital,Acute Care Hospital,Community (125-250 Beds),Riverside,9,0,0.015,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000196,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,Contra Costa,160,0,0.286,0.00,0,12.9,Same,2.91,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,Contra Costa,99,0,0.144,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,080000144,Kaiser Foundation Hospital Zion Medical Center,Acute Care Hospital,Major Teaching,San Diego,25,0,0.045,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Acute Care Hospital,Major Teaching,Solano,92,1,0.165,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,630011203,"Kaiser Foundation Hospital, Antioch",Acute Care Hospital,Community (125-250 Beds),Contra Costa,48,1,0.083,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",Acute Care Hospital,Community (125-250 Beds),Los Angeles,123,0,0.205,0.00,0,18,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Community (>250 Beds),Los Angeles,170,0,0.315,0.00,0,11.71,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,San Bernardino,141,0,0.281,0.00,0,13.13,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140001086,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,Community (<125 Beds),Alameda,23,0,0.039,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,Los Angeles,590,1,1.186,0.84,0.04,4.16,Same,0.72,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,Community (125-250 Beds),Stanislaus,3,0,0.005,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Community (<125 Beds),Riverside,21,0,0.033,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,Alameda,34,0,0.055,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Acute Care Hospital,Major Teaching,Orange,21,0,0.049,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Community (125-250 Beds),Orange,73,1,0.13,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Community (125-250 Beds),Los Angeles,130,0,0.21,0.00,0,17.57,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,220000010,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Community (125-250 Beds),San Mateo,5,0,0.006,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000191,"Kaiser Foundation Hospital, Richmond Campus",Acute Care Hospital,Community (<125 Beds),Contra Costa,16,0,0.025,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,Riverside,57,0,0.099,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,030001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,Placer,208,0,0.341,0.00,0,10.82,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,030000130,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,Community (>250 Beds),Sacramento,74,0,0.124,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,630017096,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,San Diego,15,0,0.025,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,220000008,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,San Francisco,13,0,0.02,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,070000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,Community (125-250 Beds),Santa Clara,47,0,0.073,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,630015029,"Kaiser Foundation Hospital, San Leandro",Acute Care Hospital,Community (125-250 Beds),Alameda,31,0,0.051,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,Santa Clara,51,0,0.098,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,110000508,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Community (125-250 Beds),Sonoma,38,0,0.062,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000071,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Community (>250 Beds),Los Angeles,61,0,0.096,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,030000133,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Community (125-250 Beds),Sacramento,126,1,0.196,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,Community (<125 Beds),San Mateo,24,0,0.03,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,Solano,51,0,0.084,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,Community (125-250 Beds),Contra Costa,75,1,0.116,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000076,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,Community (125-250 Beds),Los Angeles,52,0,0.078,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000290,"Kaiser Foundation Hospital, Woodland Hills",Acute Care Hospital,Community (>250 Beds),Los Angeles,105,0,0.149,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,120001444,Kaweah Delta Medical Center,Acute Care Hospital,Community (>250 Beds),Tulare,366,2,0.644,3.11,0.38,11.22,Same,1.65,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000912,Keck Hospital of USC,Acute Care Hospital,Major Teaching,Los Angeles,228,0,0.486,0.00,0,7.59,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000040,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,Los Angeles,1,0,0.002,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000027,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,Los Angeles,1,0,0.003,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000038,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Teaching,Los Angeles,23,0,0.048,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000028,LAC/Rancho Los Amigos National Rehabilitation Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,8,0,0.022,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000024,La Palma Intercommunity Hospital,Acute Care Hospital,Community (125-250 Beds),Orange,12,0,0.017,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,240000027,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,San Bernardino,38,0,0.116,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,Community (<125 Beds),Riverside,60,0,0.099,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000095,Long Beach Memorial Medical Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,256,0,0.474,0.00,0,7.78,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000025,Los Alamitos Medical Center,Acute Care Hospital,Community (125-250 Beds),Orange,65,0,0.096,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000085,Los Angeles Community Hospital,Acute Care Hospital,Community (<125 Beds),Los Angeles,8,0,0.019,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,050000020,Los Robles Hospital & Medical Center,Acute Care Hospital,Community (>250 Beds),Ventura,140,2,0.211,9.48,1.15,34.24,Worse,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,Santa Clara,11,0,0.056,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,040000111,Madera Community Hospital,Acute Care Hospital,Community (<125 Beds),Madera,7,0,0.01,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,050000021,Marian Regional Medical Center,Acute Care Hospital,Community (125-250 Beds),Santa Barbara,120,0,0.201,0.00,0,18.35,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,050000009,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,Community (<125 Beds),San Luis Obispo,10,0,0.013,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,110000953,Marin General Hospital,Acute Care Hospital,Community (125-250 Beds),Marin,52,0,0.077,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000044,Marina Del Rey Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,8,0,0.012,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,030000121,Marshall Medical Center,Acute Care Hospital,Community (<125 Beds),El Dorado,94,0,0.157,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,060000035,Martin Luther King Jr. Community Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,1,0,0.002,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pacemaker surgery,930000092,Memorial Hospital of Gardena,Acute Care Hospital,Community (125-250 Beds),Los Angeles,4,0,0.008,,,,,,,
